OrganisationName,OrganisationCode,PublishedDate,DurationFrom,DurationTo,LatestData,GeoName,ReportingPeriodType,Year,Period,Rainfallmm,Temp,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2014-01-01T00:00:00,2014-12-31T00:00:00,TRUE,England E & NE,Calendar Year,2014,Annual,831.2,10.01,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-01-01T00:00:00,2015-01-31T00:00:00,TRUE,England E & NE,Monthly,2015,JAN,62.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-02-01T00:00:00,2015-02-28T00:00:00,TRUE,England E & NE,Monthly,2015,FEB,37,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-03-01T00:00:00,2015-03-31T00:00:00,TRUE,England E & NE,Monthly,2015,MAR,45.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-04-01T00:00:00,2015-04-30T00:00:00,TRUE,England E & NE,Monthly,2015,APR,25.6,8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-05-01T00:00:00,2015-05-31T00:00:00,TRUE,England E & NE,Monthly,2015,MAY,82.5,10,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,TRUE,England E & NE,Monthly,2015,JUN,34.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,TRUE,England E & NE,Monthly,2015,JUL,85.3,14.9,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,TRUE,England E & NE,Monthly,2015,AUG,73.2,15.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,TRUE,England E & NE,Monthly,2015,SEP,39.1,12,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,TRUE,England E & NE,Monthly,2015,OCT,65,10.1,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,TRUE,England E & NE,Monthly,2015,NOV,116.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,TRUE,England E & NE,Monthly,2015,DEC,148,8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2014-12-01T00:00:00,2015-02-28T00:00:00,TRUE,England E & NE,Season,2015,Winter,160.8,3.81,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-03-01T00:00:00,2015-05-31T00:00:00,TRUE,England E & NE,Season,2015,Spring,153.8,7.87,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-06-01T00:00:00,2015-08-31T00:00:00,TRUE,England E & NE,Season,2015,Summer,193.3,14.42,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-09-01T00:00:00,2015-11-30T00:00:00,TRUE,England E & NE,Season,2015,Autumn,220.7,10.07,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-01-01T00:00:00,2015-12-31T00:00:00,TRUE,England E & NE,Calendar Year,2015,Annual,815.5,9.38,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,TRUE,England E & NE,Monthly,2016,JAN,121.7,4.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-02-01T00:00:00,2016-02-28T00:00:00,TRUE,England E & NE,Monthly,2016,FEB,53,3.9,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-03-01T00:00:00,2016-03-31T00:00:00,TRUE,England E & NE,Monthly,2016,MAR,66.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-04-01T00:00:00,2016-04-30T00:00:00,TRUE,England E & NE,Monthly,2016,APR,70.3,6.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-05-01T00:00:00,2016-05-31T00:00:00,TRUE,England E & NE,Monthly,2016,MAY,36.2,11,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-06-01T00:00:00,2016-06-30T00:00:00,TRUE,England E & NE,Monthly,2016,JUN,76.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-07-01T00:00:00,2016-07-31T00:00:00,TRUE,England E & NE,Monthly,2016,JUL,51.2,16,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-08-01T00:00:00,2016-08-31T00:00:00,TRUE,England E & NE,Monthly,2016,AUG,73.2,16,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-09-01T00:00:00,2016-09-30T00:00:00,TRUE,England E & NE,Monthly,2016,SEP,48.6,15.2,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-10-01T00:00:00,2016-10-31T00:00:00,TRUE,England E & NE,Monthly,2016,OCT,50.1,10.2,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-11-01T00:00:00,2016-11-30T00:00:00,TRUE,England E & NE,Monthly,2016,NOV,93.1,4.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-12-01T00:00:00,2016-12-31T00:00:00,TRUE,England E & NE,Monthly,2016,DEC,37.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2015-12-01T00:00:00,2016-02-28T00:00:00,TRUE,England E & NE,Season,2016,Winter,322.6,5.48,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-03-01T00:00:00,2016-05-31T00:00:00,TRUE,England E & NE,Season,2016,Spring,172.9,7.59,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-06-01T00:00:00,2016-08-31T00:00:00,TRUE,England E & NE,Season,2016,Summer,200.9,15.19,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-09-01T00:00:00,2016-11-30T00:00:00,TRUE,England E & NE,Season,2016,Autumn,191.8,10.06,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-01-01T00:00:00,2016-12-31T00:00:00,TRUE,England E & NE,Calendar Year,2016,Annual,778.2,9.38,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-01-01T00:00:00,2017-01-31T00:00:00,TRUE,England E & NE,Monthly,2017,JAN,39.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-02-01T00:00:00,2017-02-28T00:00:00,TRUE,England E & NE,Monthly,2017,FEB,65.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-03-01T00:00:00,2017-03-31T00:00:00,TRUE,England E & NE,Monthly,2017,MAR,63.9,7.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-04-01T00:00:00,2017-04-30T00:00:00,TRUE,England E & NE,Monthly,2017,APR,19.4,8.2,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-05-01T00:00:00,2017-05-31T00:00:00,TRUE,England E & NE,Monthly,2017,MAY,42.9,12.2,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-06-01T00:00:00,2017-06-30T00:00:00,TRUE,England E & NE,Monthly,2017,JUN,116,15.1,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-07-01T00:00:00,2017-07-31T00:00:00,TRUE,England E & NE,Monthly,2017,JUL,81.7,15.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-08-01T00:00:00,2017-08-31T00:00:00,TRUE,England E & NE,Monthly,2017,AUG,64.4,15,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-09-01T00:00:00,2017-09-30T00:00:00,TRUE,England E & NE,Monthly,2017,SEP,85,12.9,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-10-01T00:00:00,2017-10-31T00:00:00,TRUE,England E & NE,Monthly,2017,OCT,50.1,11.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-11-01T00:00:00,2017-11-30T00:00:00,TRUE,England E & NE,Monthly,2017,NOV,69.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-12-01T00:00:00,2017-12-31T00:00:00,TRUE,England E & NE,Monthly,2017,DEC,56.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2016-12-01T00:00:00,2017-02-28T00:00:00,TRUE,England E & NE,Season,2017,Winter,143.2,4.73,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-03-01T00:00:00,2017-05-31T00:00:00,TRUE,England E & NE,Season,2017,Spring,126.1,9.34,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-06-01T00:00:00,2017-08-31T00:00:00,TRUE,England E & NE,Season,2017,Summer,262,15.16,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-09-01T00:00:00,2017-11-30T00:00:00,TRUE,England E & NE,Season,2017,Autumn,204.2,10.11,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-01-01T00:00:00,2017-12-31T00:00:00,TRUE,England E & NE,Calendar Year,2017,Annual,754.5,9.71,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-01-01T00:00:00,2018-01-31T00:00:00,TRUE,England E & NE,Monthly,2018,JAN,71.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-02-01T00:00:00,2018-02-28T00:00:00,TRUE,England E & NE,Monthly,2018,FEB,46.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-03-01T00:00:00,2018-03-31T00:00:00,TRUE,England E & NE,Monthly,2018,MAR,95.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-04-01T00:00:00,2018-04-30T00:00:00,TRUE,England E & NE,Monthly,2018,APR,78.2,8.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-05-01T00:00:00,2018-05-31T00:00:00,TRUE,England E & NE,Monthly,2018,MAY,35.5,12.2,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-06-01T00:00:00,2018-06-30T00:00:00,TRUE,England E & NE,Monthly,2018,JUN,26.6,14.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-07-01T00:00:00,2018-07-31T00:00:00,TRUE,England E & NE,Monthly,2018,JUL,42.6,17.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-08-01T00:00:00,2018-08-31T00:00:00,TRUE,England E & NE,Monthly,2018,AUG,57.7,16.2,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-09-01T00:00:00,2018-09-30T00:00:00,TRUE,England E & NE,Monthly,2018,SEP,58.6,13,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-10-01T00:00:00,2018-10-31T00:00:00,TRUE,England E & NE,Monthly,2018,OCT,66.3,10,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-11-01T00:00:00,2018-11-30T00:00:00,TRUE,England E & NE,Monthly,2018,NOV,71.6,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-12-01T00:00:00,2018-12-31T00:00:00,TRUE,England E & NE,Monthly,2018,DEC,71,5.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2017-12-01T00:00:00,2018-02-28T00:00:00,TRUE,England E & NE,Season,2018,Winter,175.1,3.37,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-03-01T00:00:00,2018-05-31T00:00:00,TRUE,England E & NE,Season,2018,Spring,209,8.21,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-06-01T00:00:00,2018-08-31T00:00:00,TRUE,England E & NE,Season,2018,Summer,126.9,16.21,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-09-01T00:00:00,2018-11-30T00:00:00,TRUE,England E & NE,Season,2018,Autumn,196.4,10.12,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-02-27T00:00:00,2018-01-01T00:00:00,2018-12-31T00:00:00,TRUE,England E & NE,Calendar Year,2018,Annual,721.6,9.64,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-01-01T00:00:00,2019-01-31T00:00:00,TRUE,England E & NE,Monthly,2019,JAN,22.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-02-01T00:00:00,2019-02-28T00:00:00,TRUE,England E & NE,Monthly,2019,FEB,36.2,6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-03-01T00:00:00,2019-03-31T00:00:00,TRUE,England E & NE,Monthly,2019,MAR,82.2,7,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-04-01T00:00:00,2019-04-30T00:00:00,TRUE,England E & NE,Monthly,2019,APR,27.7,7.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-05-01T00:00:00,2019-05-31T00:00:00,TRUE,England E & NE,Monthly,2019,MAY,52.1,10.3,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-06-01T00:00:00,2019-06-30T00:00:00,TRUE,England E & NE,Monthly,2019,JUN,114.3,13.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-07-01T00:00:00,2019-07-31T00:00:00,TRUE,England E & NE,Monthly,2019,JUL,75.6,17,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-08-01T00:00:00,2019-08-31T00:00:00,TRUE,England E & NE,Monthly,2019,AUG,89.1,16.5,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-09-01T00:00:00,2019-09-30T00:00:00,TRUE,England E & NE,Monthly,2019,SEP,104.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-10-01T00:00:00,2019-10-31T00:00:00,TRUE,England E & NE,Monthly,2019,OCT,115.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-11-01T00:00:00,2019-11-30T00:00:00,TRUE,England E & NE,Monthly,2019,NOV,124,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-12-01T00:00:00,2019-12-31T00:00:00,TRUE,England E & NE,Monthly,2019,DEC,61.4,4.9,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2017-12-01T00:00:00,2019-02-28T00:00:00,TRUE,England E & NE,Season,2019,Winter,130.4,4.89,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-03-01T00:00:00,2019-05-31T00:00:00,TRUE,England E & NE,Season,2019,Spring,162.1,8.38,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-06-01T00:00:00,2019-08-31T00:00:00,TRUE,England E & NE,Season,2019,Summer,279,15.67,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-09-01T00:00:00,2019-11-30T00:00:00,TRUE,England E & NE,Season,2019,Autumn,344.4,9.26,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2020-02-03T00:00:00,2019-01-01T00:00:00,2019-12-31T00:00:00,TRUE,England E & NE,Calendar Year,2019,Annual,905.9,9.54,,,,,,,,,,,,,,,,,,,,,,,,
